20190908 21:00,괴산 터미널서 여자화장실 몰래 훔쳐본 60대 검거,충북 괴산경찰서는 8일 성폭력범죄의 처벌 등에 관한 특례법위반 혐의로 A 68 씨를 붙잡아 조사하고 있다고 밝혔다. A씨는 이날 오후 3시40분께 괴산군 한 시내버스터미널 여성 화장실에서 B씨의 신체를 몰래 훔쳐본 혐의를 받고 있다. A씨는 B씨의 고함 소리를 들은 가족에 의해 현장에서 붙잡혀 경찰에 인계됐다. 경찰은 정확한 사건 경위를 조사하고 있다. ,충북 괴산경찰서는 8일 성폭력범죄의 처벌 등에 관한 특례법위반 혐의로 A 68 씨를 붙잡아 조사하고 있다고 밝혔다. A씨는 이날 오후 3시40분께 괴산군 한 시내버스터미널 여성 화장실에서 B씨의 신체를 몰래 훔쳐본 혐의를 받고 있다. A씨는 B씨의 고함 소리를 들은 가족에 의해 현장에서 붙잡혀 경찰에 인계됐다.,/view?id=NISX20190908_0000764679
20190908 17:01,강은일  성추행 혐의로 법정구속   뮤지컬 하차,뮤지컬배우 강은일 24 이 20대 여성을 성추행한 혐의로 실형을 선고받고  법정구속됐다.  법조계에 따르면  지난 4일 서울중앙지법 형사13단독은 강제추행 혐의로 재판에 넘겨진 강은일에게 징역 6개월을 선고했다.  성폭력 치료프로그램 40시간 이수도 명령했다.  강은일은 지난해 3월 지인들의 술자리에서 처음 본 이 여성을 강제추행한 혐의로 기소됐다.  강은일은 항소장을 제출한 것으로 알려졌다.  항소에 상관 없이 강은일은 출연 중이거나 출연 예정인 뮤지컬 3편에서 모두 하차했다.  뮤지컬  정글라이프 에 나오고 있다.  뮤지컬  랭보   음악극  432hz 에 나올 예정이었다.  소속사 더블케이필름앤씨어터는  강은일 배우가 작품에 임할 수 없는 상황이라는 판단하에 하차를 결정했다.  세 작품에 폐를 끼치게 된 점에 대해 무거운 책임을 통감한다 고 밝혔다. 강은일은 2012년 뮤지컬  13 으로 데뷔했다.  연극  알앤제이   뮤지컬  스모크  등 서울 대학로에서 주로 활약했다. ,뮤지컬배우 강은일 24 이 20대 여성을 성추행한 혐의로 실형을 선고받고  법정구속됐다.  항소에 상관 없이 강은일은 출연 중이거나 출연 예정인 뮤지컬 3편에서 모두 하차했다. 강은일은 2012년 뮤지컬  13 으로 데뷔했다.,/view?id=NISX20190908_0000764533
20190908 15:30,법원  어금니 아빠 초기대응 부실 경찰관 징계 정당 ,중학생 자녀의 친구를 성추행하고 살해한  어금니 아빠  이영학 사건 당시 경찰관이 초기대응 부실로 징계를 받은 것은 정당하다는 법원 판단이 나왔다. 8일 법원에 따르면 서울행정법원 행정5부 부장판사 박양준 는 서울 중랑경찰서 소속 경찰관 A씨가 서울지방경찰청을 상대로 낸 징계 처분 취소 청구소송에서 원고 패소 판결했다. 중랑서 여성청소년수사팀 여청수사팀 에 근무하던 A씨는 112상황실의 출동 지시를 받고 이에 응하지 않았다는 사유로 정직 3개월에 해당하는 징계 처분을 받았다. 당시 이영학 사건의 피해자 B씨가 실종되자 어머니는 당일 112에 신고를 했다.  서울경찰청은 B씨 휴대폰의 최종 기지국 위치를 중랑서 112상황실에 알렸고  상황실은 중랑서 여청수사팀과 망우지구대 순찰차에 출동을 지시했다. 하지만 중랑서 여청수사팀은 출동 무전에  알았다 고 응답한 뒤 출동하지 않았고  A씨는 소파에 엎드려 잠을 자느라 무전을 듣지 못한 것으로 조사됐다.  이들은 다른 업무들을 처리하고 3시간이 지난 후에 망우지구대로 가서 2분간 수색상황만 물어보고 복귀했다. 이에 A씨는 자신이 근무하는 사무실에 단말기가 설치돼 있지 않아 해당 사건이 긴급 출동을 필요로 하는  코드번호 1 인지 몰랐다고 주장했다. 하지만 재판부는  당직실에서 112 신고처리 내역서를 출력하거나 여청수사팀 출동 차량 내에 설치된 단말기로 충분히 신고 내용과 코드번호를 알 수 있었다 면서 A씨의 주장을 받아들이지 않았다. 재판부는  경찰공무원은 직무의 특성상 높은 성실성이 요구되고 특히 실종아동 관련 112신고는 초동조치가 매우 중요한 의미를 가진다 라며  A씨는 잠을 자느라 출동 지령이 내려진 사실을 모르고 있어 현장에 출동하지 않았으며 결국 B씨가 살해됐다 고 판단했다. 재판부는  징계 처분을 통해 달성하고자 하는 공직 기강의 확립이나 경찰공무원에 대한 국민의 신뢰 회복 등의 공익이 A씨가 입게 될 불이익에 비해 결코 작다고 할 수 없다 고 봤다.  어금니 아빠 로 알려져 이영학씨는 지난 2017년 9월 서울 중랑구 자신의 집에서 자녀의 친구 B씨 성추행한 뒤 살해하고  시신을 강원 영월의 한 야산에 유기한 혐의로 재판에 넘겨져 대법원에서 무기징역을 선고받았다.  B씨의 가족들은 경찰의 초기대응이 부실했다며 국가를 상대로 손해배상 소송을 청구했으며  법원은 1억8000여만원을 지급하라고 판결했다. ,중랑서 여성청소년수사팀 여청수사팀 에 근무하던 A씨는 112상황실의 출동 지시를 받고 이에 응하지 않았다는 사유로 정직 3개월에 해당하는 징계 처분을 받았다.  서울경찰청은 B씨 휴대폰의 최종 기지국 위치를 중랑서 112상황실에 알렸고  상황실은 중랑서 여청수사팀과 망우지구대 순찰차에 출동을 지시했다. 하지만 재판부는  당직실에서 112 신고처리 내역서를 출력하거나 여청수사팀 출동 차량 내에 설치된 단말기로 충분히 신고 내용과 코드번호를 알 수 있었다 면서 A씨의 주장을 받아들이지 않았다.,/view?id=NISX20190908_0000764570
20190908 12:00,청소년 첫 범죄 후 재범 90 가 1년이내 발생 낙인 원인,범죄를 저질러 보호관찰 처분을 받은 청소년 중 다시 범죄를 저지른  재범자  중 90 가 1년 이내 발생한 것으로 나타났다.  범죄자라는 사회적 낙인이 이들의 재범을 가속화 시키는 것으로 파악돼 전문적인 개입이 필요하다는 지적이 나온다. 8일 한국청소년상담복지개발원과 대검찰청 범죄분석통계에 따르면 2017년 보호관찰 처분을 받고도 다시 범죄를 저지른 청소년은 총 4163명이다.  이 중에서 처분을 받은 지 1개월 이내에 다시 범죄를 저지른 청소년은 643명  3개월 이내는 994명  6개월 이내는 1011명  1년 이내는 1016명이다.  처분을 받고 1년 이내에 범죄를 저지른 청소년이 90. 4 에 달한다.  2년 이내는 395명  3년 이내는 3명  3년 초과는 1명이다. 범죄로 소년원에 수용됐다가 출원한 이후 1년 이내 범죄를 저질러 다시 소년원으로 들어오는 청소년 비율도 증가하고 있다. 2014년 소년원 출원 후 1년내 재입원 비율은 2398명 중 228명으로 9. 5 였으나 2016년엔 2045명 중 287명이 재입원해 그 비율이 14. 0 로 올랐다. 이들이 저지르는 범죄의 유형도 점차 흉포화되고 있다.  소년범죄 유형별 구성비를 보면 절도나 사기  횡령같은 재산범죄는 2015년 45. 1 에서 2016년 43. 5   2017년 39. 9 로 감소세를 보인 반면 살인  강도   성 폭력 등 강력범죄는 같은 기간 28. 4   30. 0   33. 7 로 증가했다. 한국청소년상담복지개발원 관계자는  우리나라 비행 청소년의 재범률이 증가하고 흉포화가 되고 있으며 사회적 비용도 심각한 수준이지만 이를 예방하고 범죄를 멈추게 하는 효과적 개입에 대한 논의는 미흡한 실정 이라고 설명했다.  한국청소년상담복지개발원이 5명의 비행청소년과 10명의 전문가를 대상으로 심층면접을 한 결과 청소년이 비행행동을 하는 직접적인 원인으로  개인요인  가족요인  또래요인이 도출됐다. 개발원 측은  금전적인 욕구가 강하거나 준법의식이 부재하고 가정에서 갈등 폭력 무관심을 경험하면 비행행동이 지속된다 고 말했다.  이 중 연구진은 비행 이후 재비행을 지속 가속화 시키는 요인으로 사회적 낙인을 꼽았다.  낙인은 친구나 교사 등 제3자와 더불어 부모 등 가족에 의한 요소도 있었다. 한국청소년상담복지개발원은 올해까지 비행청소년을 위한 상담개입 매뉴얼을 만들어 비행청소년 상담개입 전문가를 양성할 예정이다.  또 내년에 청소년과 부모가 비행관련 전문서비스를 받을 수 있도록 비행예방 전문 클리닉을 시범적으로 운영할 계획이다. 여성가족부는 내년 244억원의 예산을 편성해 청소년쉼터를 기존 138개소에서 146개로 확충하고 거리상담전문요원을 90명에서 124명으로 늘리는 등 가출 청소년에 대한 가정 사회 복귀 지원을 강화한다.  연구진은  청소년 재범을 예방하기 위해 차별화된 청소년 상담개입이 필요하다 며  정부 및 학교  청소년 유관기관과 부모 등 비행 청소년을 위한 관리체계를 마련해야 한다 고 말했다. ,범죄를 저질러 보호관찰 처분을 받은 청소년 중 다시 범죄를 저지른  재범자  중 90 가 1년 이내 발생한 것으로 나타났다. 8일 한국청소년상담복지개발원과 대검찰청 범죄분석통계에 따르면 2017년 보호관찰 처분을 받고도 다시 범죄를 저지른 청소년은 총 4163명이다.  이 중에서 처분을 받은 지 1개월 이내에 다시 범죄를 저지른 청소년은 643명  3개월 이내는 994명  6개월 이내는 1011명  1년 이내는 1016명이다.,/view?id=NISX20190906_0000763298
20190908 11:23, 역대 4위  태풍에도 광주 전남 피해 크지 않았던 까닭은,강도가 센 중형급 태풍  링링 이 광주 전남 지역을 강타했으나  당초 우려보다는 피해가 크지 않은 것으로 나타났다.  그 배경으로는 태풍의 진로 속도 변화 등과 함께 철저한 사전 대비가 꼽히고 있다. 8일 전남도 재난안전대책본부 등에 따르면 강도가 센 중형급 태풍  링링 은 지난 7일 오전 전남 목포 서쪽 150㎞ 부근 해상까지 접근하면서 광주와 전남 지역에 영향을 미쳤다. 특히 태풍과 근접했던 서해 도서 지역에는 순간최대풍속이 초속 50m 안팎의 매우 강한 바람이 불어 피해가 집중됐다.  신안 흑산도의 최대순간풍속은 초속 54. 4m  광주 전남 지역을 강타한 태풍의 바람 강도 중 역대 4위를 기록했다. 지역에 영향을 미친 태풍 중 최근 10년 사이 가장 피해가 컸던 태풍  볼라벤  2012년 8월 보다 위력이 컸다. 실제  링링 이 몰고온 강풍으로 농작물 쓰러짐 낙과 정전 양식장 파손 등 피해가 발생했지만 전남도는 당초 우려와 달리 최악의 피해를 면했다고 판단하고 있다.  국가태풍센터는  링링 이 일본 오키나와 서쪽 해상 등 고수온 해역을 지나면서 세력이 강해진 채 북상했지만  평년 수준의 수온을 유지한 한반도 서해상에서 중심 기압 강풍 반경 등이 약화됐다고 봤다.  또 한반도 접근 당시 고도에 따른 풍속 차이가 커지면서 태풍의 상 하층이 일부 분리됐다고 설명했다.  태풍 진로도 당초 예상보다 서쪽 중국 방면 으로 치우쳐지면서 상대적으로 내륙에 미치는 영향이 적었다. 북태평양고기압 안에 있던 지향류 저 고기압과 전선 등에 크게 영향을 미치는 상층 기류  영향에 따른 것으로 풀이된다. 아울러 태풍이 한반도 서해 진입 이후 속도가 빨라지면서 광주 전남 지역은 비 피해가 크지 않았다.  당초 기상청의 예상강수량보다 100㎜ 이상 적은 비가 내렸다. 행정당국이 신속한 대처에 나선 점도 피해 최소화의 요인으로 꼽힌다. 전남도는 태풍 접근 예상시점보다 사흘 앞선 지난 5일부터 본격적인 태풍 대비에 나섰다.  도는 현장상황관리관 4급 을 22개 전 시 군에 각각 1명씩 파견했다.  현장상황관리관 중심으로 광역 기초자치단체 차원의 태풍 피해 예방대책이 추진됐다.  태풍 진로 현장 상황 등을 고려해 위험지역을 선별  시설물 보완과 주민 대피를 유도했다.  위험 지역에는 태풍 접근 직전인 6일 오후 10시까지 대피 안내 방송이 진행됐다.  마을 이장  지역자율방재단 등이 직접 가가호호 방문하며 거동이 불편한 주민 또는 홀몸 노인들을 직접 챙겼다. 이에 따라 신안 가거도 주민 200여 명이 자발적으로 풍랑주의보 발령에 앞서 여객선을 이용해 내륙으로 몸을 피했다.  노후 주택 거주 주민들은 마을회관 경로당으로 거처를 옮겨 피해를 입지 않았다. 과수 농가와 양식 어가에는 조기 수확 출하를 독려했다.  진도 완도 등지의 양식장에는 강풍 피해에 대비해 수산시설물을 강하게 고정하는 보강작업도 진행됐다. 어선도 해경 주도로 태풍 접근 사흘전부터 피항했다.  벼 쓰러짐 피해 예방 차원에서 농민들에게는 논에 물을 빼도록 권유했다.  현수막 폭염 대비 그늘막 등 각종 시설물도 모두 철거됐다. 전남도 관계자는  태풍의 위력과 진로 등이  볼라벤 과 유사하다는 평가에 비해 피해규모가 최악은 아닌 것으로 보여진다 면서  정확한 재산피해 집계에 상당한 시간이 걸리겠지만 인명피해는 없어 다행이다.  태풍 피해 복구에 최선을 다하겠다 고 밝혔다. ,강도가 센 중형급 태풍  링링 이 광주 전남 지역을 강타했으나  당초 우려보다는 피해가 크지 않은 것으로 나타났다. 지역에 영향을 미친 태풍 중 최근 10년 사이 가장 피해가 컸던 태풍  볼라벤  2012년 8월 보다 위력이 컸다. 아울러 태풍이 한반도 서해 진입 이후 속도가 빨라지면서 광주 전남 지역은 비 피해가 크지 않았다.,/view?id=NISX20190908_0000764387
20190908 11:15,서울시 119광역수사대  구급대원 폭행 피의자 첫 구속수사,119구급대원 폭행이나 소방차량 출동 방해 등 시민과 소방공무원의 안전을 위협하는 사범을 전담하는  119광역수사대 가 첫 구속수사를 했다고 8일 밝혔다.  서울시 119광역수사대에 따르면 지난달 30일 오후 4시30분께 용산구 동자동에서 구급활동 중이던 119구급대원은 A씨로부터 폭행을 당하고 욕설을 들었다.  이에 수사대는 A씨에 대해 구속영장을 신청  발부 받았다.  A씨는 현재 구속수사를 받고 있다. 폭행을 당한 용산소방서 후암119안전센터 소속 구급대원은  이날 지인간의 다툼으로 부상을 당했다는 신고를 받고 현장에 출동  병원이송 중이던 구급차 내에서 환자가 돌변해 폭행을 가해 왔다 고 밝혔다.  지난해 7월16일 서울시 119광역수사대 출범이후 피의자에 대해 구속영장을 신청해 발부 받은 것은 이번이 처음이다.  119광역수사대는 수사대장 1명  특별사법경찰관 3명  특별사법경찰관리 3명 등 수사관 7명으로 구성됐다.  이들은 24시간 3교대 체제로 각종 소방활동 방해 사건을 전담한다.  수사대는 서울중앙지검 지휘를 받으면서 피의자 수사부터 체포  구속  사건송치를 담당한다. 권태미 현장대응단장은  소방공무원 폭행 시 구속수사를 포함한 강력한 처벌의지를 통해 법 규정에 상응하는 처벌을 받을 수 있도록 하겠다 며  구급대원 폭행은 곧바로 출동공백으로 이어져 대 시민 구급서비스 품질저하로 이어질 수 있다 고 말했다. ,119구급대원 폭행이나 소방차량 출동 방해 등 시민과 소방공무원의 안전을 위협하는 사범을 전담하는  119광역수사대 가 첫 구속수사를 했다고 8일 밝혔다.  서울시 119광역수사대에 따르면 지난달 30일 오후 4시30분께 용산구 동자동에서 구급활동 중이던 119구급대원은 A씨로부터 폭행을 당하고 욕설을 들었다.  이에 수사대는 A씨에 대해 구속영장을 신청  발부 받았다.,/view?id=NISX20190908_0000764437
20190908 09:36,광주 전남 강타 태풍  링링  최대순간풍속  볼라벤 보다 강해,제13호 태풍  링링 LINGLING  이 광주와 전남지역을 강타한 가운데 바람 강도는  볼라벤 BOLAVEN  보다 강했던 것으로 나타났다.  8일 광주기상청에 따르면 태풍 링링이 강풍을 동반한 채 북상하면서 전남 신안군 가거도 지역 순간 최대 풍속이 초속 52. 5m를 기록했다. 홍도는 초속 43. 9m  하태도 초속 35. 7m  목포 초속 26. 5m  광주 북구 초속 20. 4m이다.  가거도에서 측청된 강풍 기록은 태풍 볼라벤보다 강했다.   가장 바람이 강했던 태풍은 2000년 8월31일 이 지역을 강타했던  쁘라삐룬 과 2002년 8월31일 발생했던  루사 로 각각 흑산도와 고흥 나로도에서 초속 58. 3m가 측정됐다.  3위는 2003년 9월12일 발생했던 태풍  매미 로 여수 거문도에서 초속 55. 8m를 기록했다. 이번 태풍  링링 의 바람 강도는 광주전남지역을 강타한 태풍 중 역대 4위이며 5위는 2012년8월28일 발생한 태풍  볼라벤 과  덴딘 으로 초속 51. 8m이다. 태풍  매미 는 제주에서 순간최대풍속이 초속 60m까지 기록돼 역대급 바람강도로 남아있다. 링링이 기록한 순간최대풍속은 전봇대가 뽑히고 차량을 날려버릴 정도의 바람 강도이다. 초속 10 15m는 우산을 쓸수 없으며 초속 15 20m는 사람이 바람을 마주하고 걸을 수 없다.  20 25m는 가로수가 뽑히고 간판이 떨어진다.  초속 25 30m는 비닐하우스가 무너질 정도의 강도이며 20 35m는 주행중이던 트럭이 전복될 정도로 강하다. 광주기상청 관계자는  수확철을 앞두고 발생한 이번 태풍 링링은 비보다 바람이 강해 벼 쓰러짐  낙과  방파제 도로 유실 등 많은 피해를 남겼다 며  바람이 불때는 간판 등 낙하 사고를 주의해야 한다 고 밝혔다. ,제13호 태풍  링링 LINGLING  이 광주와 전남지역을 강타한 가운데 바람 강도는  볼라벤 BOLAVEN  보다 강했던 것으로 나타났다. 이번 태풍  링링 의 바람 강도는 광주전남지역을 강타한 태풍 중 역대 4위이며 5위는 2012년8월28일 발생한 태풍  볼라벤 과  덴딘 으로 초속 51. 태풍  매미 는 제주에서 순간최대풍속이 초속 60m까지 기록돼 역대급 바람강도로 남아있다.,/view?id=NISX20190907_0000764093
20190908 09:00,젊은층 마약범죄 확 늘었다  SNS 불법유통 증가탓 ,마약범죄가 젊은 층에 급속히 확산되고 있어 우려를 낳고 있다.  사회관계망서비스 SNS 가 마약 유통 채널로 악용되면 젊은층 마약사범이 늘어나고 있다는 분석이다.  8일 경찰청에 따르면 지난 1월부터 7월까지 총 7027명의 마약류 사범이 검거됐다.  이중 20대는 1553명으로 22. 1 를 차지했다.  이는 지난해에 전체 마약 사범의 숫자를 넘어선 수치다.  2018년 마약류사범은 총 8107명이었고  이중 20대 마약사범은 1392명으로 17. 17 를 차지했었다.   10대 역시 마약사범 숫자는 물론 전체 비중에서 차지하는 비율 역시 증가 추세를 보였다. 경찰청 집계 결과 10대 마약사범은 지난해 104명 1. 28  였다.  올해 1월부터 7월에는 114명 1. 62  으로 20대와 마찬가지로 전년 전체 10대 마약사범 숫자를 웃돌았다. 젊은층에 마약이 급속히 확산하는 이유는 이들의 세대문화와 밀접한 관련이 있다는 분석이다.  한 경찰 관계자는  사회관계망서비스 SNS 를 통해 마약류를 구입하는 경우가 많아졌다 며  젊은층이 아무래도 SNS에 많이 이용하다보니 범죄에도 노출이 되는 것 같다 고 말했다. 전문가들 역시 1020세대에 퍼지고 있는 마약 범죄에 대해 비슷한 진단을 내놨다. 박진실 법무법인 진실 마약전담 변호사는  1020세대는 연예인 마약 보도 등에 노출될 경우 호기심을 가지기 더욱 쉽다 면서  최근에는 SNS를 통해 쉽게 마약을 접할 수 있는 경우가 늘면서 마약 범죄가 빠르게 확산되는 것 이라고 설명했다. 이어  마약 범죄로 검거된 이후 수사를 받고 재판 받는 이후 과정에 대해서는 별다른 인식이 없다 면서  마약에 대해 가볍게 생각할 수 있어 보다 강화된 의무교육을 통해 위험성과 경각심을 심어줘야 한다 고 덧붙였다. 마약 사범이 발생했을 경우에 대한 대응책도 함께 요구됐다. 박 변호사는  어린 나이에 마약을 시작할 경우 건강상 유해함이 더 크다는 연구 결과가 있다 면서  그러나 동시에 어릴수록 마약 관련 치료가 빠르게 진행되는 부분도 있어 중독되기 전에 올바른 대처가 중요하다 고 설명했다. 또한  금연이나 성폭력 교육처럼 어린 나이의 마약 중독자가 발생하지 않도록 우리 사회가 적극적으로 마약 범죄에 대한 경각심을 일상화시켜야 한다 면서  또한 실제 마약을 했을 경우 그러한 위험성을 인식하고 도움을 줄 수 있는 프로그램으로 연계될 수 있도록 대응체계를 마련해야 할 것 이라고 전했다. , 이는 지난해에 전체 마약 사범의 숫자를 넘어선 수치다.  2018년 마약류사범은 총 8107명이었고  이중 20대 마약사범은 1392명으로 17. 경찰청 집계 결과 10대 마약사범은 지난해 104명 1.,/view?id=NISX20190906_0000763321
20190908 09:00,집행유예 중 전처 살해한 30대 징역 30년 확정,전처가 다른 남자를 만난다고 의심해 홧김에 살해한 혐의로 재판에 넘겨진 30대 남성에 대해 대법원이 중형을 확정했다. 대법원 2부 주심 김상환 대법관 는 살인  주거침입 혐의로 기소된 김모 35 씨에 대한 상고심에서 징역 30년을 선고한 원심을 확정했다고 8일 밝혔다. 대법원은  김씨의 연령 성행 환경  피해자와의 관계  이 사건 각 범행의 동기 수단과 결과  범행 후의 정황 등 기록에 나타난 양형의 조건이 되는 여러 가지 사정들을 살펴보면 원심이 김씨에 대해 징역 30년 등을 선고한 1심 판결을 유지한 것이 심히 부당하다고 할 수 없다 고 판단했다. 앞서 1심은  김씨는 살인 고의가 없었다거나 우발적으로 발생한 일이라고 변명하는 등 진지하게 반성하는 태도를 보이지 않고 있다 며  유족들은 이 사건으로 인해 극심한 정신적 충격과 고통을 겪고 있으나 김씨는 유족들에게 진지하게 사죄의 의사를 표하거나 피해 회복을 위한 아무런 노력을 하지 않고 있다 고 판단  징역 30년을 선고했다. 다만 전처인 피해자와의 불화로 범행을 저질렀을 뿐 불특정 다수를 상대로 살인 범죄를 저지를 우려가 있다고 보기는 어렵다는 이유로 검찰의 전자장치 부착명령 청구는 받아들이지 않았다. 2심 역시  김씨가 당심에 이르러 이 사건 범행을 인정하고 있는 점 등 이 법원의 심리 과정에서 현출된 자료들을 종합해 보더라도 원심의 양형 판단을 그대로 유지하는 것이 너무 무겁거나 가벼워서 부당하다고 인정할 만한 사정도 없다 고 판단했다. 김씨는 지난해 7월 이혼한 전 아내 A씨 사망 당시 38세 의 집을 찾아갔지만 현관문이 잠겨있자 보일러실 방충망을 열고 들어가 A씨를 흉기로 수십차례 찔러 살해한 혐의로 재판에 넘겨졌다. 검찰에 따르면 김씨는 A씨의 외도를 의심하면서 반복적으로 폭력을 행사해 결혼 3년 만에 파경을 맞았다.  사건 당일에도 A씨가 다른 사람과 전화통화를 하면서 자신의 험담을 한다고 격분해 범행을 저지른 것으로 조사됐다. 김씨는 별거 중일 때도 A씨의 아파트에 가서 흉기로 위협해 폭행하고 강간한 혐의로 2017년 12월 징역 2년6개월에 집행유예 3년을 확정받은 바 있다.  범행이 집행유예 기간 중에 일어난 것이다. ,대법원 2부 주심 김상환 대법관 는 살인  주거침입 혐의로 기소된 김모 35 씨에 대한 상고심에서 징역 30년을 선고한 원심을 확정했다고 8일 밝혔다. 대법원은  김씨의 연령 성행 환경  피해자와의 관계  이 사건 각 범행의 동기 수단과 결과  범행 후의 정황 등 기록에 나타난 양형의 조건이 되는 여러 가지 사정들을 살펴보면 원심이 김씨에 대해 징역 30년 등을 선고한 1심 판결을 유지한 것이 심히 부당하다고 할 수 없다 고 판단했다. 김씨는 별거 중일 때도 A씨의 아파트에 가서 흉기로 위협해 폭행하고 강간한 혐의로 2017년 12월 징역 2년6개월에 집행유예 3년을 확정받은 바 있다.,/view?id=NISX20190907_0000764208
20190908 09:00,안희정  내일 대법원 선고 징역 3년6개월 확정될까,수행비서를 성폭행한 혐의로 혐의로 2심에서 실형을 선고받은 안희정 54  전 충남도지사가 내일 대법원 판결을 받는다.  대법원이 1  2심에서 엇갈렸던 안 지사와 피해자의 진술에 대한  신빙성 을 놓고 누구 손을 들어줄지 주목된다. 8일 법원에 따르면 대법원 2부 주심 김상환 대법관 는 오는 9일 오전 10시10분 강제추행 등 혐의로 기소된 안 전 지사 선고기일을 연다. 앞서 1  2심은 피해자 진술의 신빙성 인정 여부에 따라 안 전 지사를 무죄와 실형이라는 양극단의 길에 서게 했다.  1심은 무죄였고  2심은 징역 3년6개월 실형을 선고했다.  1심은 안 전 지사의 수행비서였던 피해자 김지은씨의 진술을 믿기 어렵고  성관계에 있어 피해자의 자유의사를 제압하는 위력 행사가 있었다고 보기 어렵다고 판단했다.  1심 재판부는  김씨가 고학력에 성년을 훨씬 지나고 사회 경험도 상당한 사람 이라며  김씨가 경제적  직장 내에서의 고용 안정 등의 면에서 취약했다고 봐도 안 전 지사가 김씨를 길들이거나 압박하는 행위를 했다고 볼 아무런 자료가 없다 고 판단했다. 반면 2심 재판부는  김씨가 사건상황과 행위내용  당시 피고인과 피해자의 상호행동  당시 피해자가 느낀 감정에 대해 말한 부분이 구체적 이라며  직접 경험하지 않고는 진술이 어려운 세부적인 내용도 상세하게 묘사해 진술 내용에 비합리나 모순이 없다 고 봤다. 2심 재판부는  피해자 진술이 사소하게 일관성이 없거나 최초 단정했던 진술이 다소 불명확하게 바뀌는 부분이 있어도 신빙성에 대해 이유 없이 배척하면 안 된다 고 설명했다. 그 결과 범행 당시 안 전 지사의  업무상 위력 이 존재했는지에 대한 판단도 바뀌었다.  안 전 지사에게 업무상 위력을 행사했다고 볼 구체적인 행동이 없더라도 차기 대통령 후보였던 점 등 무형적 위력의 존재만으로도 성폭력이 발생했다고 볼 수 있다는 게 2심 결론이다. 한편 안 전 지사에 대한 대법원 판결에서  성인지 감수성 gender sensitivity  에 대한 언급이 있을지도 눈여겨볼 대목이다.  성인지 감수성은 사회에서 불거지는 여러 문제에 대해 성차별적인 요소를 찾아내는 민감성을 가리키는 의미로 통용된다.  성별이 다른 데서 비롯되는 상황에 대한 이해도 차이를 인정하자는 것이다.  서로 다른 결론을 낸 1  2심 판결 역시 이를 언급했다.  1심은  이 사건은 정상적인 판단능력을 갖춘 성인 남녀 사이에 발생한 사건 이라고 정의했고  2심은  피해자가 처한 특수한 사정을 감안해야 한다 고 강조했다. 안 전 지사는 2017년 7월부터 다음해 2월까지 러시아  스위스  서울 등에서 수행비서 김씨를 상대로 업무상 위력을 이용해 4차례 성폭행을 저지른 혐의로 재판에 넘겨졌다.  5차례에 걸쳐 김씨를 강제추행하고 1회 업무상 위력으로 추행한 혐의도 있다. , 대법원이 1  2심에서 엇갈렸던 안 지사와 피해자의 진술에 대한  신빙성 을 놓고 누구 손을 들어줄지 주목된다. 앞서 1  2심은 피해자 진술의 신빙성 인정 여부에 따라 안 전 지사를 무죄와 실형이라는 양극단의 길에 서게 했다. 그 결과 범행 당시 안 전 지사의  업무상 위력 이 존재했는지에 대한 판단도 바뀌었다.,/view?id=NISX20190907_0000764261
